,word,language,documents
189,menniskæ,da,GKS04-1613_161r.org AM04-0782_216v.org NRA-0085-b_001v.org AM04-0784_300r.org NKS08-0045_120v.org Lund-0035_064v.org Holm-A-0042_095v.org Lund-0035_038v.org AM04-0784_080r.org
190,mennych,gml,AM12-0417_073v.org
191,mennychuoldyghen,gml,GKS08-3423_211r.org GKS08-3487_001r.org
192,mennyger,gml,GKS08-3423_211r.org
193,mennygerleie,gml,AM12-0417_001r.org
194,mennyske,da,AM04-0782_001r.org AM04-0784_080r.org
195,mennysken,da,AM04-0782_001r.org AM04-0784_080r.org
196,mennyskens,da,AM04-0782_001r.org
197,menscap,gml,AM08-0073_136v.org
198,mensche,gml,Gott-Theol242f_103r.org Koln-W52_167r.org
199,menscheit,gml,Koln-W52_167r.org
200,menschen,gml,AM08-0073_044r.org
201,menschop,gml,GKS08-3487_001r.org
202,menschoppynghe,gml,GKS08-3487_001r.org
203,mente,other,Holm-A-0042_032r.org Kalmar-0033_037v.org
204,meo,other,Holm-A-0042_032r.org Kalmar-0033_037v.org
205,mer,gml,GKS08-3423_211r.org AM08-0073_109r.org AM08-0070_003r.org AM08-0073_044r.org Arndes1487_265r.org AM08-0073_054v.org
206,merch,gml,GKS08-3423_211r.org
207,mere,da,Lund-0035_064v.org
208,mere,gml,UUB-C496_091v.org GKS08-3487_001r.org
209,merealis,gml,GKS08-3487_104v.org
210,merer,gml,AM12-0417_063r.org
211,meres,gml,AM08-0073_093r.org AM08-0073_044r.org AM08-0073_055r.org
212,meritis,gml,AM08-0070_003r.org
213,merket,gml,AM08-0070_003r.org
214,merteler,gml,AM08-0073_013r.org
215,mertelere,gml,AM08-0073_109r.org AM08-0073_013r.org UUB-C496_001r.org AM08-0073_055r.org
216,mertlere,gml,AM08-0073_013r.org
217,meræ,da,Thott04-0553_125v.org
218,meskwnde,da,AM04-0782_216v.org
219,messer,da,Holm-A-0042_055v.org
220,messæ,da,Holm-A-0042_055v.org
221,messær,da,Holm-A-0042_055v.org
222,mester,gml,GKS08-3423_211r.org
223,met,da,UUB-C496_136r.org AM08-0072_128v.org AM04-0789_001r.org AM04-0784_092r.org NRA-0085-b_001v.org AM04-0784_300r.org AM08-0079Ieta_001r.org NKS08-0045_120v.org AM04-0789_002v.org Lund-0035_064v.org AM12-0421_030r.org AM08-0072_126r.org AM04-0784_080r.org AM08-0072_127r.org Kalmar-0033_139v.org
224,met,gml,AM08-0073_099r.org AM08-0073_109r.org AM08-0073_013r.org
225,met,other,AM08-0070_254r.org
226,meteghen,gml,NKS08-0045_187r.org
227,meten,gml,GKS08-3423_211r.org
228,metferd,da,AM08-0075_022v-4.org
229,meth,da,Holm-A-0042_055r.org AM08-0072_128r.org GKS04-1615_019r.org GKS04-1613_161r.org Thott04-0553_021r-2.org Holm-A-0042_055v.org AM04-0782_216v.org Holm-A-0042_052v.org Holm-A-0042_053r.org Thott04-0553_022r.org AM04-0789_001r.org AM04-0782_001r.org Thott04-0553_015v.org Thott04-0553_021r.org Thott04-0553_020v.org AM08-0075_022v-4.org Holm-A-0042_051v.org Thott04-0553_125v.org AM08-0075_063r.org Lund-0035_064v.org Holm-A-0042_095v.org Lund-0035_038v.org AM12-0421_030r.org AM12-0420_026r.org AM08-0075_009r.org AM04-0784_080r.org AM08-0072_127r.org
230,meticheit,gml,AM08-0073_109r.org
231,metige,gml,AM12-0417_063r.org
232,metighende,gml,AM08-0073_099r.org
233,metten,gml,AM08-0070_001r.org AM08-0073_013r.org
234,mettene,gml,AM08-0073_080r.org AM08-0073_054v.org
235,mettyn,gml,AM12-0417_073v.org
236,meum,gml,AM08-0073_071r.org AM08-0073_044r.org
237,meus,gml,AM08-0073_054v.org
238,meus,other,Holm-A-0042_032r.org Kalmar-0033_037v.org
239,meylaen,gml,Arndes1487_265r.org
240,meynen,gml,GKS08-3423_111r2.org
241,meyster,gml,AM08-0073_071r.org AM08-0073_074v.org
242,meyt,gml,AM08-0073_080r.org
243,mi,gml,AM12-0417_050r.org Speghel_R1r.org AM12-0417_063r.org
244,mich,da,AM04-0789_001r.org AM08-0075_022v-4.org AM04-0789_002v.org AM08-0075_009r.org
245,mich,gml,Koln-W52_167r.org
246,michael,gml,AM12-0417_050r.org AM08-0073_013r.org
247,midden,gml,Beinecke-0218_127r.org
248,middene,gml,UUB-C496_095r.org
249,midder,gml,UBB-C496_019v.org
250,midelste,da,UUB-C496_136r.org
251,midleste,gml,NKS08-0045_176r.org
252,miere,da,AM12-0420_026r.org
253,migdom,da,GKS04-1615_019r.org
254,migh,da,AM04-0789_001r.org AM08-0075_063r.org Lund-0035_038v.org AM08-0075_009r.org
255,mihi,other,Holm-A-0042_032r.org Kalmar-0033_037v.org
256,mik,other,Holm-A-0029_145v.org
257,mik,gml,Beinecke-0218_127r.org
258,mik,da,Holm-A-0042_055r.org Holm-A-0042_054r.org Holm-A-0042_055v.org Holm-A-0042_053r.org Holm-A-0042_051v.org NKS08-0045_120v.org AM08-0075_063r.org Lund-0035_064v.org Holm-A-0042_095v.org Lund-0035_023v.org
259,milde,gml,AM08-0073_109r.org AM08-0073_082v.org AM12-0417_050r.org AM08-0073_093r.org GKS08-3423_001r.org AM08-0070_001r.org
260,milde,other,AM08-0070_254r.org
261,milde,da,AM04-0789_001r.org
262,mildeicheit,gml,AM08-0073_099r.org
263,mildelege,other,AM08-0070_254r.org
264,mildelichen,gml,AM08-0073_054v.org
